teamName,teamLink,league
Fenerbahce,https://www.flashscore.com/team/fenerbahce/MsbmracL/,Turkey_Super
Alanyaspor,https://www.flashscore.com/team/alanyaspor/IcN8oPcJ/,Turkey_Super
Galatasaray,https://www.flashscore.com/team/galatasaray/riaqqurF/,Turkey_Super
Karagumruk,https://www.flashscore.com/team/f-karagumruk/Cv7CWW8n/,Turkey_Super
Besiktas,https://www.flashscore.com/team/besiktas/IDmErJCR/,Turkey_Super
Adana Demirspor,https://www.flashscore.com/team/adanademirspor/8AShqI0G/,Turkey_Super
Sivasspor,https://www.flashscore.com/team/sivasspor/OvblvwLr/,Turkey_Super
Giresunspor,https://www.flashscore.com/team/giresunspor/GE8LJgNk/,Turkey_Super
Kayserispor,https://www.flashscore.com/team/kayserispor/8pwUEwoc/,Turkey_Super
Antalyaspor,https://www.flashscore.com/team/antalyaspor/GAtxDHF9/,Turkey_Super
Altay,https://www.flashscore.com/team/altay/xrtxGY3D/,Turkey_Super
Gaziantep,https://www.flashscore.com/team/gaziantep/ITkIKZ7q/,Turkey_Super
Goztepe,https://www.flashscore.com/team/goztepe/0MJlDkrA/,Turkey_Super
Yeni Malatyaspor,https://www.flashscore.com/team/yeni-malatyaspor/086C2Y6B/,Turkey_Super
Rizespor,https://www.flashscore.com/team/rizespor/EFRnJdkr/,Turkey_Super
Kasimpasa,https://www.flashscore.com/team/kasimpasa/dOlaIG4l/,Turkey_Super
